claim,evidence,label
"30th of April, 1945, is the date of death of Adolf Hitler.","Adolf Hitler killed himself by gunshot on 30 April 1945 in his Führerbunker in Berlin . Adolf Hitler Adolf Hitler Führerbunker Führerbunker Adolf Hitler -LRB- -LSB- ˈadɔlf ˈhɪtlɐ -RSB- ; 20 April 1889 -- 30 April 1945 -RRB- was a German politician who was the leader of the Nazi Party -LRB- Nationalsozialistische Deutsche Arbeiterpartei ; NSDAP -RRB- , Chancellor of Germany from 1933 to 1945 , and Führer -LRB- `` Leader '' -RRB- of Nazi Germany from 1934 to 1945 . Führer Führer Chancellor of Germany Chancellor of Germany Nazi Germany Nazi Germany Nazi Party Nazi Party",SUPPORTS
Tobey Maguire received a Grammy for Best Actor.,,NEI
The final season of Glee consists of 10 episodes.,"The final season , consisting of 13 episodes , premiered on Friday , January 9 , 2015 , with the first two episodes , and the last two episodes -LRB- functioning as a single series finale -RRB- aired on March 20 , 2015 . series finale Dreams Come True (Glee)",REFUTES
Ann Romney attended a private research university in 1976.,,NEI
Andorra is in America.,"Andorra -LRB- -LSB- ænˈdɔ : rə -RSB- -LSB- ənˈdorə -RSB- , -LSB- anˈdɔra -RSB- -RRB- , officially the Principality of Andorra -LRB- Principat d'Andorra -RRB- , also called the Principality of the Valleys of Andorra -LRB- -LSB- Principat de les Valls d'Andorra , links = no -RSB- -RRB- , is a sovereign landlocked microstate in Southwestern Europe , located in the eastern Pyrenees mountains and bordered by Spain and France . sovereign sovereign landlocked landlocked country microstate microstate Southwestern Europe Iberian Peninsula Pyrenees Pyrenees Spain Spain France France The official language is Catalan , although Spanish , Portuguese , and French are also commonly spoken . Catalan Catalan language Spanish Spanish language Portuguese Portuguese language French French language",REFUTES
How to Train Your Dragon (film) won the Academy Award for Best Original Score.,"A second sequel , How to Train Your Dragon 3 is to be released on March 1 , 2019 . How to Train Your Dragon How to Train Your Dragon How to Train Your Dragon 3 How to Train Your Dragon 3",REFUTES
Unapologetic is the debut album of Rihanna.,Unapologetic is the seventh studio album by Barbadian singer Rihanna . Rihanna Rihanna,REFUTES
Number 2 was where Beautiful charted on the Billboard Hot 100.,`` Beautiful '' has been widely embraced as an anthem by the LGBT community for its message of self-empowerment and inner beauty . anthem Gay anthem LGBT community LGBT community,SUPPORTS
Malcolm Young was AC/DC's backing vocalist .,"Malcolm Mitchell Young -LRB- born 6 January 1953 -RRB- is an Australian retired musician and songwriter , best known as a co-founder , rhythm guitarist , backing vocalist and songwriter for the hard rock band AC/DC . AC/DC AC/DC backing vocalist backing vocalist songwriter songwriter hard rock hard rock",SUPPORTS
The Amazing Spider-Man 2 was directed by J.J. Abrams.,The film was directed by Marc Webb and was produced by Avi Arad and Matt Tolmach . Marc Webb Marc Webb Avi Arad Avi Arad,REFUTES
The Voice is broadcast by a subsidiary of Comcast.,"The Voice is an American reality television singing competition broadcast on NBC . NBC NBC The National Broadcasting Company -LRB- NBC -RRB- is an American English language commercial broadcast television network that is a flagship property of NBCUniversal , a subsidiary of Comcast . television network television network English English language NBCUniversal NBCUniversal Comcast Comcast English language English language commercial broadcast commercial broadcasting",SUPPORTS
Chandni was created in March 1989.,,NEI
Gwen Stefani did not receive a Brit Award.,Stefani performs and makes public appearances with four back-up dancers known as the Harajuku Girls . Harajuku Girls Harajuku Girls,REFUTES
The third installment of The Divergent Series did not gross 179 million dollars.,,REFUTES
Thirteen is based on the life of nobody.,"Thirteen is a 2003 American semi-autobiographical drama film , directed by Catherine Hardwicke , and written by Hardwicke and Nikki Reed , based on events from Reed 's life at age 12 and 13 . Catherine Hardwicke Catherine Hardwicke Nikki Reed Nikki Reed American United States semi-autobiographical autobiographical novel drama drama film It stars Evan Rachel Wood , with Wood 's character `` Tracy '' being loosely based upon Reed . Evan Rachel Wood Evan Rachel Wood",REFUTES
Star vs. the Forces of Evil is a drama series.,,NEI
Tardigrades are also known as land mice.,,NEI
Quinoa originated as animal feed.,,NEI
Joaquin Phoenix earned a Best Actor nomination for portraying musician Johnny Cash in the biopic Walk the Line in 2007.,"Some of his other notable films include the satire film Buffalo Soldiers -LRB- 2001 -RRB- , the science fiction thriller Signs -LRB- 2002 -RRB- , the animated film Brother Bear -LRB- 2003 -RRB- , the historical drama film Hotel Rwanda -LRB- 2004 -RRB- , the psychological thriller The Village -LRB- 2004 -RRB- , the documentary Earthlings -LRB- 2005 -RRB- , the romantic drama Two Lovers -LRB- 2008 -RRB- , the drama The Immigrant -LRB- 2013 -RRB- , the romantic science fiction drama Her -LRB- 2013 -RRB- , the crime comedy-drama film Inherent Vice -LRB- 2014 -RRB- , and the thriller You Were Never Really Here -LRB- 2017 -RRB- , for which he won the Cannes Film Festival Award for Best Actor . comedy-drama comedy-drama Best Actor Academy Award for Best Actor Buffalo Soldiers Buffalo Soldiers (2001 film) Signs Signs (film) Brother Bear Brother Bear Hotel Rwanda Hotel Rwanda The Village The Village (2004 film) Earthlings Earthlings (documentary) Two Lovers Two Lovers (2008 film) The Immigrant The Immigrant (2013 film) Her Her (film) Inherent Vice Inherent Vice (film) thriller thriller(genre) You Were Never Really Here You Were Never Really Here Cannes Film Festival Award for Best Actor Cannes Film Festival Award for Best Actor",REFUTES
"Jack Paar died on February 27, 2004.","Jack Harold Paar -LRB- May 1 , 1918 -- January 27 , 2004 -RRB- was an American author , radio and television comedian and talk show host , best known for his stint as host of The Tonight Show from 1957 to 1962 . American United States radio radio television television comedian comedian The Tonight Show The Tonight Show",REFUTES
The Weeknd is not Canadian.,"The Weeknd -LRB- born Abel Makkonen Tesfaye ; February 16 , 1990 -RRB- is a Canadian singer , songwriter , and record producer .",REFUTES
Scarlett Johansson released a jazz album in 2008.,,NEI
Casey Ryback is a briefcase.,,NEI
Salman Khan has earned zero dollars.,Khan 's off-screen life is marred by controversy and legal troubles .,REFUTES
Halle Berry has yet to participate in pageants.,"In addition to her Academy Award win , Berry garnered high-profile roles in the 2000s such as Storm in the X-Men film series -LRB- beginning in 2000 -RRB- , the action crime thriller Swordfish -LRB- 2001 -RRB- , and the spy film Die Another Day -LRB- 2002 -RRB- , where she played Bond Girl Jinx . Storm Storm (Marvel Comics) Swordfish Swordfish (film) Die Another Day Die Another Day Bond Girl Bond Girl Jinx Giacinta 'Jinx' Johnson",REFUTES
The Jim Henson Company was incapable of producing a film with George Lucas.,"In 1989 , the company entered merger negotiations with The Walt Disney Company , but the deal fell through following Jim Henson 's unexpected death in 1990 . Jim Jim Henson Jim Henson Jim Henson Disney The Walt Disney Company The Walt Disney Company The Walt Disney Company Labyrinth is a 1986 British-American adventure musical fantasy film directed by Jim Henson , executive-produced by George Lucas , and based upon conceptual designs by Brian Froud . Jim Henson Jim Henson adventure Adventure film musical Musical film fantasy film fantasy film executive-produced executive producer George Lucas George Lucas Brian Froud Brian Froud Brian Brian Henson",REFUTES
Liverpool F.C. plays football.,"Liverpool Football Club -LRB- -LSB- ˈlɪvərpuːl -RSB- -RRB- is a professional association football club based in Liverpool , Merseyside , England . association football association football Liverpool Liverpool Merseyside Merseyside They compete in the Premier League , the top tier of English football . Premier League Premier League English football English football league system The second was the Hillsborough disaster in 1989 , where 96 Liverpool supporters died in a crush against perimeter fencing . Liverpool Liverpool Hillsborough disaster Hillsborough disaster crush Human stampede Liverpool was the ninth highest-earning football club in the world for 2014 -- 15 , with an annual revenue of $ 391 million , and the world 's eighth most valuable football club in 2016 , valued at $ 1.55 billion . Liverpool Liverpool ninth highest-earning Deloitte Football Money League eighth most valuable Forbes' list of the most valuable football clubs",SUPPORTS
"Emily Blunt was born on February 23, 1983.",Emily Olivia Leah Blunt -LRB- born 23 February 1983 -RRB- is a British film and stage actress .,SUPPORTS
Steve Mouzakis was in the cast of the film Where the Wild Things Are.,"Other feature film credits include Darkness Falls -LRB- Sony Pictures -RRB- , Big Mamma 's Boy , and I , Frankenstein -LRB- Lionsgate -RRB- . Darkness Falls Darkness Falls (2003 film)",SUPPORTS
The Prince of Egypt is an animated film.,The Prince of Egypt is a 1998 American animated epic musical drama film and the first traditional animated film produced and released by DreamWorks . animated Animation epic Epic film musical Musical film drama film drama film DreamWorks DreamWorks Egypt Egypt,SUPPORTS
Jared Kushner is a Dadaist.,,NEI
"Paul Newman died on January 26, 1925.","Paul Leonard Newman -LRB- January 26 , 1925 -- September 26 , 2008 -RRB- was an American actor , IndyCar driver , entrepreneur , and philanthropist . IndyCar Champ Car",REFUTES
Canada has the tenth highest crime rate.,,NEI
Statue of Liberty holds a torch above her head with her right hand.,,NEI
Adrian Molina is a songwriter.,"Adrian Molina -LRB- born August 23 , 1985 -RRB- is an American screenwriter and storyboard artist . screenwriter screenwriter storyboard artist storyboard artist",REFUTES
Keturah was single.,"According to the Book of Genesis , Abraham married Keturah after the death of his first wife , Sarah ; Abraham and Keturah had six sons . Abraham Abraham Book of Genesis Book of Genesis Sarah Sarah Keturah was a concubine and wife of the Biblical patriarch Abraham . concubine concubine Biblical patriarch Biblical patriarch Abraham Abraham",REFUTES
Quartet was driven in 2011.,,NEI
Nepal is not 17 miles away from Bangladesh.,It is a multiethnic nation with Nepali as the official language . Nepali Nepali language,REFUTES
Andre Agassi was the number 5 tennis player in the world in 1995.,"He is the founder of the Andre Agassi Charitable Foundation , which has raised over $ 60 million for at-risk children in Southern Nevada .",REFUTES
British Columbia has a weak housing market.,,REFUTES
Beijing has a smaller garden.,,NEI
The Nashville Songwriters Association International is abbreviated to NSAI.,"Within a month , Eddie , Buddy and Bill were conducting the group 's first organizational meeting at the Old Professional 's Club on Music Row .",SUPPORTS
David Schwimmer was a member of the cast in the 2005 drama Duane Hopwood.,Schwimmer made his feature film directorial debut with the 2007 comedy Run Fatboy Run . Run Fatboy Run Run Fatboy Run,SUPPORTS
Michael Giacchino composed the score for Dunkirk.,,NEI
A Wrinkle in Time movie was released in 2003.,"The book was made into a film , A Wrinkle in Time , in 2003 , and another film , also called A Wrinkle in Time , is in production with a scheduled release of April 2018 . A Wrinkle in Time A Wrinkle in Time (2018 film)",SUPPORTS
Bill Gates is the co-founder of Microsoft and is successful.,"William Henry Gates III -LRB- born October 28 , 1955 -RRB- is the co-founder of Microsoft and is an American business magnate , investor , author and philanthropist . Microsoft Microsoft As of 2016 , it is the world 's largest software maker by revenue , and one of the world 's most valuable companies . Gates stepped down as chief executive officer of Microsoft in January 2000 , but he remained as chairman and created the position of chief software architect for himself . Microsoft Microsoft chief software architect software architect",SUPPORTS
